npsn,name,address,village,kecamatan,lat,lng,jenjang,student_count,st_male,st_female
69867146,TK AR RAHMAN PAMOYANAN,KP. PAMOYANAN,Sukagalih,Tarogong Kidul,,,PAUD,19,9,10
20260045,TK ASH SHOLIHIN,JL. GUNTURSARI NO.981 DS. HAURPANGGUNG,Haurpanggung,Tarogong Kidul,,,PAUD,47,28,19
20260049,TK ASY - SYARIFIYAH,Jalan Panawuan No. 1 Kp. Ciseke,Sukajaya,Tarogong Kidul,,,PAUD,32,19,13
69867144,TK AT TAUFIQ,PATRAKOMALA NO 5,Jayaraga,Tarogong Kidul,,,PAUD,23,12,11
69922809,TK AT-TAQWA,"Jl. Merdeka Blk. 107, Kp. Baru RT 02/13",Jayaraga,Tarogong Kidul,,,PAUD,23,14,9
20260063,TK AZ ZAMSAN,JL. GUNTURSARI NO.38 HAURPANGGUNG,Haurpanggung,Tarogong Kidul,,,PAUD,41,24,17
20260072,TK BAITURAHMAN 3,JL.ADUNG NO. 2 KALIDUNG,Tarogong,Tarogong Kidul,,,PAUD,153,79,74
70036253,TK BAKTI PUTRA,Jl. H. Husen Kp. Hampor No.16 RT 01 RW 15,Sukagalih,Tarogong Kidul,,,PAUD,15,8,7
69992839,TK DAARUL MUSLIMIN,GRIYA PAMOYANAN 2 RT. 03 RW. 018,Sukagalih,Tarogong Kidul,,,PAUD,14,7,7
69913392,TK DARUL MU MININ,Perum Griya Pamoyanan 1 Blok N No. 1,Sukagalih,Tarogong Kidul,,,PAUD,25,12,13
20260093,TK DARUSSALAM,Jl. Terusan Pembangunan Komp. Nusa Jaya,Jayaraga,Tarogong Kidul,,,PAUD,53,23,30
20260110,TK INSAN MANDIRI,JL. CIMANUK NO.311,Pataruman,Tarogong Kidul,,,PAUD,14,12,2
20260117,TK ISLAM AT-TAQWA,KP.SUKAPADANG DS.SUKAKARYA,Sukakarya,Tarogong Kidul,,,PAUD,59,24,35
20260136,TK ISLAM SITI KHADIJAH,JL. PEMBANGUNAN KEL. SUKAGALIH,Sukagalih,Tarogong Kidul,,,PAUD,39,22,17
69867148,TK ISLAM TERPADU EL ITIHAD,Jl. Raya Samarang No 133 A. Kp. Cipepe,Mekargalih,Tarogong Kidul,,,PAUD,21,13,8
20260351,TK IT AL HIDAYAH TERPADU,JL. PEMBANGUNAN KP. UMBULTENGAH RT.03 RW.10,Jayawaras,Tarogong Kidul,,,PAUD,31,15,16
70027596,TK IT AT-TAQWA PASEBAN,Komplek Paseban II Blok D-5A RT 06 RW 07,Sukagalih,Tarogong Kidul,,,PAUD,24,14,10
20268206,TK IT DARUL MUKAROM,KP. RANCAMAYA,Sukabakti,Tarogong Kidul,,,PAUD,38,23,15
69986402,TK ITQ IBNU QAYYIM AL JAUZIYYAH,KP. HAMPOR DALAM RT. 03 RW. 15,Sukagalih,Tarogong Kidul,,,PAUD,63,35,28
20260144,TK KARTINA,JL.PAHLAWAN NO.155,Sukagalih,Tarogong Kidul,,,PAUD,38,18,20
20260170,TK MUSLIMAT NU,JL.PEMBANGUNAN NO.58,Sukajaya,Tarogong Kidul,,,PAUD,20,12,8
69905630,TK NURUL IMAN,Jl. Bungur No. 02 Nusa Indah,Jayaraga,Tarogong Kidul,,,PAUD,34,16,18
20260240,TK PERSIS,JL. TERUSAN PEMBANGUNAN NO. 4,Pataruman,Tarogong Kidul,,,PAUD,358,186,172
20260199,TK PGRI,DS.CIBUNAR,Cibunar,Tarogong Kidul,,,PAUD,22,11,11
69867147,TK PLUS ANNAAFI,KP. BOJONG AWI,Mekargalih,Tarogong Kidul,,,PAUD,35,18,17
20260269,TK RUMSARI I,JL. DAHLIA NO.27 DS. JAYARAGA,Jayaraga,Tarogong Kidul,,,PAUD,39,19,20
69934120,TK SITI MASITOH,Jln Terusan Pembanguna Kp.Cikopo RT.02 RW.11,Jayaraga,Tarogong Kidul,,,PAUD,44,23,21
20260308,TK TADIKA ANTARES,JL. GUNTURSARI NO. 3 HAURPANGGUNG,Haurpanggung,Tarogong Kidul,,,PAUD,17,7,10
70054170,TK TEMAN IBU MONTESSORI SCHOOL,Jl. Patriot No.60 A,Sukagalih,Tarogong Kidul,,,PAUD,0,0,0
20260319,TK TUNAS HARAPAN,Patrol Sukapadang Atas Jl.RSU Dr.Slamet,Sukakarya,Tarogong Kidul,,,PAUD,43,27,16
20260336,TK YBA 45,PERUM BALE ENDAH TAROGONG KIDUL,Pataruman,Tarogong Kidul,,,PAUD,78,40,38
20260353,TKN Pembina Tarogong Kidul,JL. PATRIOT BLK. NO.3 SUKAGALIH,Sukagalih,Tarogong Kidul,,,PAUD,91,44,47
69753568,TKS NURUL HADI,GRIYA PAMOYANAN A.15,Sukagalih,Tarogong Kidul,,,PAUD,25,9,16
69867516,TPA MARFU AH MUSADDADIYAH,MAYOR SYAMSU,Jayaraga,Tarogong Kidul,,,PAUD,19,13,6
69965947,TPA RUMAH BALITA PERSIS,JL. TERUSAN PEMBANGUNAN NO. 04,Pataruman,Tarogong Kidul,,,PAUD,43,18,25
69990265,KB AL-HAFIZ,KP. CINUNUK TENGAH RT. 01 RW. 07,Wanaraja,Wanaraja,,,PAUD,28,10,18
69953034,KB AL-HAZZ,Jl. Talaga Bodas Kp. Sindanglaya,Sukamenak,Wanaraja,,,PAUD,37,16,21
69905135,KB AL-HIDAYAH,Kp. Pangdaharan 1 RT 03/04,Wanaraja,Wanaraja,,,PAUD,46,25,21
69827019,KB AL-IKHLAS,Kp. Ciloa Kaler RT 02 RW 07,Sindangratu,Wanaraja,,,PAUD,19,11,8
69826917,KB AL-IKHLAS,Kp. Cimalaka RT 01 RW 10,Sukamenak,Wanaraja,,,PAUD,32,16,16
69966907,KB AL-IKHWAN,KP. CIKOLE GIRANG RT. 01 RW. 03,Wanasari,Wanaraja,,,PAUD,24,9,15
69826841,KB AL-MUKAROMAH,Kp. Wanaseda,Sindangmekar,Wanaraja,,,PAUD,39,16,23
69826781,KB ALBAROKAH,Kp. Tunggilis RT 03 RW 06,Cinunuk,Wanaraja,,,PAUD,22,12,10
69905130,KB AN-NASYWA,Jl. Talaga Bodas No. 37 B RT 03/03,Wanamekar,Wanaraja,,,PAUD,39,20,19
69827002,KB AS-SALAM,Kp. Tegal Gede RT 02 RW 15,Sindangratu,Wanaraja,,,PAUD,23,17,6
69980516,KB ASSALAM AL-BAROKAH,KP. BEBEDAHAN RT. 01 RW. 01,Wanamekar,Wanaraja,,,PAUD,23,11,12
69827053,KB ASY-SYIFA,Kp. Wanaseda RT 01 RW 01,Sindangmekar,Wanaraja,,,PAUD,55,25,30
69826777,KB AT-TAQWA,Kp. Papandak Rt. 02 Rw. 07,Sukamenak,Wanaraja,,,PAUD,33,13,20
69826854,KB DARUL FALAH,Kp. Padasari RT 01 RW 07,Cinunuk,Wanaraja,,,PAUD,24,15,9
69827217,KB DARUL FIKRI,Kp. Tipar,Wanajaya,Wanaraja,,,PAUD,35,17,18
69907363,KB DARUL HUDA,Kp. Panyingkiran RT 02/05,Sukamenak,Wanaraja,,,PAUD,23,11,12
69826931,KB HIDAYATUL ATFAL,CIAMANA,Sindangratu,Wanaraja,,,PAUD,29,15,14
69826882,KB HIDAYATUL MUBTADIIN,Jl. Talaga Bodas Kp. Dangdeur Wetan RT 03 RW 02,Sindangmekar,Wanaraja,,,PAUD,21,13,8
69827031,KB KUNTUM MEKAR,Kp. Cinunuk Hilir RT 02 RW 04,Cinunuk,Wanaraja,,,PAUD,32,19,13
69827187,KB KURNIA,Kp. Pakemitan,Wanaraja,Wanaraja,,,PAUD,26,12,14
70025697,KB MIFTAHUL FALAH,Kp. Dayeuhmanggung RT 03 RW 01,Sindangmekar,Wanaraja,,,PAUD,17,9,8
69990264,KB MUBAROKAH,KP. SANGKALI RT. 03 RW. 06,Sindangratu,Wanaraja,,,PAUD,28,13,15
69826961,KB MUTIARA HATI,Kp. Tajursela RT 03 RW 03,Sukamenak,Wanaraja,,,PAUD,50,27,23
69826833,KB NURUL HIDAYAH,Kp. Panday RT 04 RW 08,Cinunuk,Wanaraja,,,PAUD,40,19,21
69827227,KB NURUL HIKMAH,SAMANGGEN,Wanajaya,Wanaraja,,,PAUD,11,10,1
69826979,KB NURUL IMAN,Kp. Sindangsari RT 02 RW 09,Cinunuk,Wanaraja,,,PAUD,31,16,15
69827072,KB PELITA HATI,Kp. Nagrog Kidul,Sukamenak,Wanaraja,,,PAUD,57,28,29
69867170,TK AL-FATH,JL. CIKOLE BLOK 28,Wanasari,Wanaraja,,,PAUD,14,7,7
69867168,TK AL-IKHLAS,HP SINDANGSARI RT 01 RW 02,Cinunuk,Wanaraja,,,PAUD,19,6,13
20271623,TK AL-IKHSAN,KP. KUDANG,Wanajaya,Wanaraja,,,PAUD,25,16,9
69867171,TK AN-NUR,JL.CIKOLE NO 62 RT 03 RW 05,Wanasari,Wanaraja,,,PAUD,13,6,7
20260041,TK AR-RIDHO FILLAH,KP. BABAKAN TIPAR,Wanajaya,Wanaraja,,,PAUD,34,17,17
69905138,TK HUSNUL KHOTIMAH,Kp. Pangkalan,Sindangratu,Wanaraja,,,PAUD,50,26,24
20260347,TK INSAN BAROKAH,KP. GARAWANGSA RT.002 RW. 004,SINDANGPRABU,Wanaraja,,,PAUD,29,12,17
70031140,TK ISLAM AL JANNAH,Kp. Cimalaka RT 03 RW 05,Wanaraja,Wanaraja,,,PAUD,24,16,8
20260156,TK MANBAUL IMAN,KP.CIKENDAL DS. WANAMEKAR,Wanamekar,Wanaraja,,,PAUD,59,33,26
70046153,TK Mutiara Hati,Kp. Tajursela RT. 02 RW .03,Sukamenak,Wanaraja,,,PAUD,18,5,13
20260250,TK PERTIWI,JL. ALUN-ALUN WANARAJA,Wanaraja,Wanaraja,,,PAUD,23,15,8
69910410,SD IT AL-MINHAJ BANJARWANGI,Kp. Cidatar RT 01/02,Tanjungjaya,Banjarwangi,,,SD,168,,
20225687,SDN 1 Banjarwangi,Jl. Raya Banjarwangi,Banjarwangi,Banjarwangi,,,SD,374,,
20253869,SDN 1 Bojong,Kp. Tanjungsari,Bojong,Banjarwangi,,,SD,174,,
20268933,SDN 1 Dangiang,Kp. Dangiang,Dangiang,Banjarwangi,,,SD,232,,
20226100,SDN 1 Jayabakti,Kp. Cintabakti,Jayabakti,Banjarwangi,,,SD,142,,
20226106,SDN 1 KADONGDONG,Kp. Parungjawa,Kadongdong,Banjarwangi,,,SD,310,,
20226432,SDN 1 Mulyajaya,Kp. Pawitra,Mulyajaya,Banjarwangi,,,SD,184,,
20226476,SDN 1 Padahurip,Kp. Jamilega,Padahurip,Banjarwangi,,,SD,255,,
20227067,SDN 1 TALAGAJAYA,Kp. Citalaga,Talagajaya,Banjarwangi,,,SD,142,,
20227069,SDN 1 TALAGASARI,Kp. Mariuk,Talagasari,Banjarwangi,,,SD,181,,
20227090,SDN 1 TANJUNGJAYA,Kp. Cibitung,Tanjungjaya,Banjarwangi,,,SD,206,,
20227150,SDN 1 WANGUNJAYA,Kp. Wangun,Wangunjaya,Banjarwangi,,,SD,131,,
20225688,SDN 2 Banjarwangi,Kp. Salempet,Banjarwangi,Banjarwangi,,,SD,126,,
20225710,SDN 2 BOJONG,Kp. Cimenyan,Bojong,Banjarwangi,,,SD,92,,
20208862,SDN 2 DANGIANG,Kp. CIKONENG,Dangiang,Banjarwangi,,,SD,73,,
20208879,SDN 2 Jayabakti,Kp. Cipari,Jayabakti,Banjarwangi,,,SD,131,,
20226107,SDN 2 KADONGDONG,Kp. Najahan,Kadongdong,Banjarwangi,,,SD,233,,
20226433,SDN 2 MULYAJAYA,Kp. Pawitra,Mulyajaya,Banjarwangi,,,SD,155,,
20226477,SDN 2 PADAHURIP,Kp. Padahurip,Padahurip,Banjarwangi,,,SD,62,,
20227068,SDN 2 Talagajaya,Kp. Kubang,Talagajaya,Banjarwangi,,,SD,143,,
20227070,SDN 2 TALAGASARI,Kp. Pasirhaur,Talagasari,Banjarwangi,,,SD,90,,
20227092,SDN 2 Tanjungjaya,Kp. Cilangari,Tanjungjaya,Banjarwangi,,,SD,84,,
20227154,SDN 2 WANGUNJAYA,Kp. Wangun,Wangunjaya,Banjarwangi,,,SD,122,,
20225689,SDN 3 Banjarwangi,Jl. Raya Banjarwangi No. 80,Banjarwangi,Banjarwangi,,,SD,241,,
20225713,SDN 3 BOJONG,Kp. Bantarpeundeuy,Bojong,Banjarwangi,,,SD,136,,
20208861,SDN 3 DANGIANG,Kp. Babakan Salam,Dangiang,Banjarwangi,,,SD,91,,
20226478,SDN 3 Padahurip,Kp. Bungbulang,Padahurip,Banjarwangi,,,SD,176,,
20227071,SDN 3 Talagasari,Kp. Pasirhamerang,Talagasari,Banjarwangi,,,SD,239,,
20227095,SDN 3 Tanjungjaya,Kp. Cicarenang,Tanjungjaya,Banjarwangi,,,SD,136,,
20227156,SDN 3 WANGUNJAYA,Kp. Cilengkeng,Wangunjaya,Banjarwangi,,,SD,256,,
20225690,SDN 4 Banjarwangi,Kp. Pasirpogor,Banjarwangi,Banjarwangi,,,SD,61,,
20226479,SDN 4 Padahurip,Kp. Padahurip,Padahurip,Banjarwangi,,,SD,46,,
20227072,SDN 4 TALAGASARI,Kp. Cibitung,Talagasari,Banjarwangi,,,SD,148,,
20227160,SDN 4 Wangunjaya,Kp. Sukadana,Wangunjaya,Banjarwangi,,,SD,111,,
20261903,SD IT 1 DARUL ABROR,Jln. Garut - Bandung Perum Putri Dinar Lestari,Tanjungkamuning,Tarogong Kaler,,,SD,598,,
70001422,SD IT 2 DARUL ABROR,Jl. Garut Bandung Komplek Putri Dinar Lestari,Tanjungkamuning,Tarogong Kaler,,,SD,112,,
69981152,SD IT AL-MASHDUQI,Jl. KH. Mashduqi No. 67 Kp. Pasawahan,Pananjung,Tarogong Kaler,,,SD,76,,
69907344,SD IT AL-FARISI,Jl. Terusan Rancabango Kp. Cipenta RT 03/11,Mekarjaya,Tarogong Kaler,,,SD,121,,
69903504,SD IT BHASKARA,Jln. Otto Iskandardinata (Batas Kota) Tanjung,Jati,Tarogong Kaler,,,SD,71,,
69892791,SD IT PERSIS 99 RANCABANGO,JL. KUDANGSARI DS. RANCABANGO,Rancabango,Tarogong Kaler,,,SD,433,,
69964048,SDIT Nurul Ihsan,Kp. Cukangkawung,Sirnajaya,Tarogong Kaler,,,SD,101,,
20225881,SDN 1 Cimanganten,Jl. Raya Samarang No. 20,Cimanganten,Tarogong Kaler,,,SD,214,,
20226081,SDN 1 Jati,Jl. Jati No. 44,Jati,Tarogong Kaler,,,SD,258,,
20226219,SDN 1 Langensari,Jl. Raya Cipanas No.63,Langensari,Tarogong Kaler,,,SD,248,,
20226360,SDN 1 Mekarjaya,Kp. Pangeureunan,Mekarjaya,Tarogong Kaler,,,SD,237,,
20226420,SDN 1 Mekarwangi,Jl. Raya Samarang No.266,Mekarwangi,Tarogong Kaler,,,SD,233,,
20226542,SDN 1 Pananjung,Kp. Pangkalan,Pananjung,Tarogong Kaler,,,SD,156,,
20261303,SDN 1 Panjiwangi,Kp. Paseh,Panjiwangi,Tarogong Kaler,,,SD,211,,
20226590,SDN 1 Pasawahan,Jln. Otista No. 45 Kp. Warung Tanjung RT/RW : 01/04,Pasawahan,Tarogong Kaler,,,SD,228,,
20226627,SDN 1 Rancabango,Jl. Rancabango,Rancabango,Tarogong Kaler,,,SD,419,,
20226796,SDN 1 Sirnajaya,Jl. Raya Samarang No. 147,Sirnajaya,Tarogong Kaler,,,SD,283,,
20226857,SDN 1 Sukajadi,Kp. Babakan Nanggerang,Sukajadi,Tarogong Kaler,,,SD,185,,
20227048,SDN 1 Sukawangi,Kp. Neglasari,Sukawangi,Tarogong Kaler,,,SD,316,,
20227096,SDN 1 Tanjungkamuning,Kp. Tanjung,Tanjungkamuning,Tarogong Kaler,,,SD,206,,
20225882,SDN 2 Cimanganten,Jl. Suherman No. 7,Cimanganten,Tarogong Kaler,,,SD,215,,
20226083,SDN 2 Jati,Kp. Buleud,Jati,Tarogong Kaler,,,SD,106,,
20226220,SDN 2 Langensari,Jl. Cipanas No. 63,Langensari,Tarogong Kaler,,,SD,341,,
20226421,SDN 2 Mekarwangi,Jl. Raya Samarang No. 266,Mekarwangi,Tarogong Kaler,,,SD,211,,
20226543,SDN 2 Pananjung,Kp. Bagelen,Pananjung,Tarogong Kaler,,,SD,200,,
20261304,SDN 2 Panjiwangi,Kp. Paseh,Panjiwangi,Tarogong Kaler,,,SD,217,,
20226591,SDN 2 Pasawahan,Jln. Otista No. 45 Kp. Warung Tanjung RT/RW : 01/04,Pasawahan,Tarogong Kaler,,,SD,267,,
20226628,SDN 2 Rancabango,Jl. Rancabango No. 25,Rancabango,Tarogong Kaler,,,SD,388,,
20226799,SDN 2 Sirnajaya,Kp. Gadog Rt. 02 Rw. 07,Sirnajaya,Tarogong Kaler,,,SD,150,,
20226858,SDN 2 Sukajadi,Kp.  Babakan Nanggerang,Sukajadi,Tarogong Kaler,,,SD,182,,
20227049,SDN 2 Sukawangi,Kp. Legok Asih,Sukawangi,Tarogong Kaler,,,SD,402,,
20227097,SDN 2 Tanjungkamuning,Jl. Lurah Ahum Kp. Pasirmalang,Tanjungkamuning,Tarogong Kaler,,,SD,181,,
20225883,SDN 3 Cimanganten,Jl. Suherman No. 7,Cimanganten,Tarogong Kaler,,,SD,203,,
20226221,SDN 3 Langensari,Kp. Sindangsari,Langensari,Tarogong Kaler,,,SD,185,,
20226424,SDN 3 Mekarwangi,Kp. Lebakgede,Mekarwangi,Tarogong Kaler,,,SD,300,,
20226545,SDN 3 Pananjung,Kp. Tegaljambu,Pananjung,Tarogong Kaler,,,SD,301,,
20226592,SDN 3 Pasawahan,Kp. Babakan Jambe,Pasawahan,Tarogong Kaler,,,SD,224,,
20226804,SDN 3 Sirnajaya,Kp. Sindangkasih,Sirnajaya,Tarogong Kaler,,,SD,96,,
20227098,SDN 3 Tanjungkamuning,Kp. Kuyambut,Tanjungkamuning,Tarogong Kaler,,,SD,157,,
20226223,SDN 4 Langensari,Kp. Tegallega,Langensari,Tarogong Kaler,,,SD,124,,
20226546,SDN 4 Pananjung,Kp. Babakan Pasantren,Pananjung,Tarogong Kaler,,,SD,132,,
20226593,SDN 4 Pasawahan,Kp. Cileungsing,Pasawahan,Tarogong Kaler,,,SD,215,,
20226806,SDN 4 Sirnajaya,Kp. Gadog,Sirnajaya,Tarogong Kaler,,,SD,138,,
20227099,SDN 4 Tanjungkamuning,Kp. Tanjung,Tanjungkamuning,Tarogong Kaler,,,SD,208,,
20226807,SDN 5 Sirnajaya,Perum Bumi Melayu Asri,Sirnajaya,Tarogong Kaler,,,SD,175,,
20227168,SD IT AL FADHIL BANYURESMI,JLN. KH. HASAN ARIEF KP. PARIGI,Banyuresmi,Banyuresmi,,,SD,159,,
20270815,SD IT BINA INSAN,Jl. Terusan Irigasi Haurseah-Cinunuk RT. 03 RW. 09,Cipicung,Banyuresmi,,,SD,275,,
20225665,SDN 1 Bagendit,Kp. Bantarjati,Bagendit,Banyuresmi,,,SD,223,,
20225691,SDN 1 Banyuresmi,Jl. Kh. Hasan Arief Parigi RT.01 RW. 01,Banyuresmi,Banyuresmi,,,SD,132,,
20225707,SDN 1 Binakarya,Kp. Balaksap,Binakarya,Banyuresmi,,,SD,383,,
20225887,SDN 1 Cimareme,Jl. K.H. Maolani Kp. Sindangsari RT 02 RW 09,Cimareme,Banyuresmi,,,SD,469,,
20225940,SDN 1 Cipicung,Jl. Kh. Hasan Arief,Cipicung,Banyuresmi,,,SD,201,,
20225991,SDN 1 Dangdeur,Kp. Pasir Muncang,Dangdeur,Banyuresmi,,,SD,182,,
20226159,SDN 1 Karyamukti,Kp. Babakan Loa,Karyamukti,Banyuresmi,,,SD,215,,
20226174,SDN 1 Karyasari,Kp. Sikluk,Karyasari,Banyuresmi,,,SD,127,,
20226524,SDN 1 Pamekarsari,Kp. Serut,Pamekarsari,Banyuresmi,,,SD,122,,
20226872,SDN 1 Sukakarya,Kp. Babakan,Sukakarya,Banyuresmi,,,SD,112,,
20261746,SDN 1 Sukalaksana,Kp. Bojong Jengkol,Sukalaksana,Banyuresmi,,,SD,176,,
20226935,SDN 1 Sukamukti,Kp. Tarikolot,Sukamukti,Banyuresmi,,,SD,228,,
20226982,SDN 1 Sukaraja,Kp. Andir,Sukaraja,Banyuresmi,,,SD,189,,
20227014,SDN 1 Sukaratu,Jl. KH. Hasan Arief Kp.Jager,Sukaratu,Banyuresmi,,,SD,283,,
20227026,SDN 1 Sukasenang,Jl. Iriwardi Kp. Cintarama,Sukasenang,Banyuresmi,,,SD,208,,
20225667,SDN 2 Bagendit,Kp. Parigi,Bagendit,Banyuresmi,,,SD,94,,
20225692,SDN 2 Banyuresmi,Jl. Kh. Hasan Arief,Banyuresmi,Banyuresmi,,,SD,145,,
20225708,SDN 2 Binakarya,Kp. Pasirkaliki,Binakarya,Banyuresmi,,,SD,159,,
20225889,SDN 2 Cimareme,Kp. Cimareme,Cimareme,Banyuresmi,,,SD,177,,
20225942,SDN 2 Cipicung,Kp. Genta,Cipicung,Banyuresmi,,,SD,109,,
20225992,SDN 2 Dangdeur,Kp. Bojonggede,Dangdeur,Banyuresmi,,,SD,112,,
20226160,SDN 2 Karyamukti,Kp. Ranjeng,Karyamukti,Banyuresmi,,,SD,157,,
20226176,SDN 2 Karyasari,Kp. Curug,Karyasari,Banyuresmi,,,SD,91,,
20226525,SDN 2 Pamekarsari,Kp. Pungkur,Pamekarsari,Banyuresmi,,,SD,182,,
20226876,SDN 2 Sukakarya,Kp. Burung Ayun,Sukakarya,Banyuresmi,,,SD,244,,
20261747,SDN 2 Sukalaksana,Kp. BABAKAN PARIUK,Sukalaksana,Banyuresmi,,,SD,141,,
20226936,SDN 2 Sukamukti,Kp. Kubang,Sukamukti,Banyuresmi,,,SD,188,,
20226983,SDN 2 Sukaraja,Kp Warungpeuteuy,Sukaraja,Banyuresmi,,,SD,162,,
20227018,SDN 2 Sukaratu,Kp. Sompok,Sukaratu,Banyuresmi,,,SD,142,,
20227028,SDN 2 Sukasenang,Jl. KH. Hasan Arief No. 844,Sukasenang,Banyuresmi,,,SD,160,,
20225668,SDN 3 Bagendit,Kp. Cangkuang,Bagendit,Banyuresmi,,,SD,137,,
20225693,SDN 3 Banyuresmi,Kp. Cikawao,Banyuresmi,Banyuresmi,,,SD,115,,
20225709,SDN 3 Binakarya,Kp. Ciparongpong,Binakarya,Banyuresmi,,,SD,158,,
20225891,SDN 3 Cimareme,Kp. Ciparahu RT.01 RW.04,Cimareme,Banyuresmi,,,SD,137,,
20226526,SDN 3 Pamekarsari,Kp. Ngompod,Pamekarsari,Banyuresmi,,,SD,228,,
20226877,SDN 3 Sukakarya,Kp. Babakan,Sukakarya,Banyuresmi,,,SD,121,,
20226942,SDN 3 Sukamukti,Kp. Tarikolot,Sukamukti,Banyuresmi,,,SD,228,,
20226984,SDN 3 Sukaraja,Kp. Pasir Leunca,Sukaraja,Banyuresmi,,,SD,138,,
20227020,SDN 3 Sukaratu,Kp. Cibeureum,Sukaratu,Banyuresmi,,,SD,260,,
20227030,SDN 3 Sukasenang,Kp. Cikarokrok RT 01 RW 08,Sukasenang,Banyuresmi,,,SD,123,,
20225669,SDN 4 Bagendit,Kp. Parung,Bagendit,Banyuresmi,,,SD,398,,
20226527,SDN 4 Pamekarsari,Kp. Cigaruguy,Pamekarsari,Banyuresmi,,,SD,129,,
20226878,SDN 4 Sukakarya,Kp. Babakan,Sukakarya,Banyuresmi,,,SD,185,,
20226944,SDN 4 Sukamukti,Kp. Kiaralawang,Sukamukti,Banyuresmi,,,SD,35,,
20227022,SDN 4 Sukaratu,Kp. Jolok Batu,Sukaratu,Banyuresmi,,,SD,392,,
20227032,SDN 4 Sukasenang,Kp. Kaum,Sukasenang,Banyuresmi,,,SD,246,,
20279890,SDS IT AL-GHIFARI,JLN. H. HASAN ARIEF KM.10 KEC. BANYURESMI,Karyamukti,Banyuresmi,,,SD,163,,
69786980,SD IT AL BARIZA,Kp. Nangoh,Panembong,Bayongbong,,,SD,80,,
20261920,SD IT MUHAMMADIYAH SIMPANG,Jl. Raya Simpang Blk No.123,Mulyasari,Bayongbong,,,SD,91,,
70015881,SD TAHFIDZ DARUL QOLAM,Kp. Dangdeur RT 01 RW 07,Mekarsari,Bayongbong,,,SD,225,,
69753570,SDIT AL-HIDAYAH SINDANGSERANG,Bayongbong,Ciburuy,Bayongbong,,,SD,433,,
20260358,SDIT NAJAAHAAN,JL RAYA BAYONGBONG KM. 12,Bayongbong,Bayongbong,,,SD,186,,
20225682,SDN 1 Banjarsari,Jalan Ciloa Cibodas,Banjarsari,Bayongbong,,,SD,272,,
20225700,SDN 1 Bayongbong,Jln. Bayongbong Kp.Kaum RT.01 RW.01,Bayongbong,Bayongbong,,,SD,436,,
20225774,SDN 1 Ciburuy,Kp Cicayur,Ciburuy,Bayongbong,,,SD,227,,
20225782,SDN 1 Ciela,Kp Ciela,Ciela,Bayongbong,,,SD,214,,
20225853,SDN 1 Cikedokan,Kp Urug,Cikedokan,Bayongbong,,,SD,193,,
20225904,SDN 1 Cinisti,Kp. Kaliki,Cinisti,Bayongbong,,,SD,121,,
20226065,SDN 1 Hegarmanah,Kp. Kiarapayung RT/RW : 01/03,Hegarmanah,Bayongbong,,,SD,241,,
20226157,SDN 1 Karyajaya,Kp Cipageungan,Karyajaya,Bayongbong,,,SD,161,,
20226356,SDN 1 Mekarjaya,Kp. Cioyod,Mekarjaya,Bayongbong,,,SD,217,,
20226396,SDN 1 Mekarsari,Jln Raya Cijeleren,Mekarsari,Bayongbong,,,SD,254,,
20226434,SDN 1 Mulyasari,Kp Narongtong,Mulyasari,Bayongbong,,,SD,250,,
20226512,SDN 1 Pamalayan,Kp Pamalayan Rt 01 Rw 02,Pamalayan,Bayongbong,,,SD,200,,
20226552,SDN 1 Panembong,Kp. Lebak Wangi,Panembong,Bayongbong,,,SD,342,,
20226657,SDN 1 Salakuray,Kp. Salakuray,Salakuray,Bayongbong,,,SD,300,,
20226775,SDN 1 Sirnagalih,Kp. Bangbayang,Sirnagalih,Bayongbong,,,SD,288,,
20226994,SDN 1 Sukamanah,Kp. Cisaat,Sukamanah,Bayongbong,,,SD,151,,
20226991,SDN 1 Sukarame,Jl. Raya Cilimus,Sukarame,Bayongbong,,,SD,318,,
20227027,SDN 1 Sukasenang,Kp Randukurung Rt 01 Rw 02,Sukasenang,Bayongbong,,,SD,52,,
20225683,SDN 2 Banjarsari,Kp. Cibodas,Banjarsari,Bayongbong,,,SD,111,,
20225701,SDN 2 Bayongbong,Jl Raya Bayongbong,Bayongbong,Bayongbong,,,SD,207,,
20225775,SDN 2 Ciburuy,Kp Bebedahan,Ciburuy,Bayongbong,,,SD,221,,
20225783,SDN 2 Ciela,Kp.Nanggerang Desa Ciela Kecamatan Bayongbong,Ciela,Bayongbong,,,SD,113,,
20225856,SDN 2 Cikedokan,Kp kiaralawang,Cikedokan,Bayongbong,,,SD,208,,
20226066,SDN 2 Hegarmanah,Peundeuy,Hegarmanah,Bayongbong,,,SD,102,,
20226158,SDN 2 Karyajaya,Kp. Pasir Kiara,Karyajaya,Bayongbong,,,SD,207,,
20226370,SDN 2 Mekarjaya,Kp. Ciranjang Rt 03 Rw 05,Mekarjaya,Bayongbong,,,SD,213,,
20226399,SDN 2 Mekarsari,Kp. Neglasari Jln Walahir Rt O1 Rw 04,Mekarsari,Bayongbong,,,SD,172,,
20226435,SDN 2 Mulyasari,Kp Campedak,Mulyasari,Bayongbong,,,SD,188,,
20226517,SDN 2 Pamalayan,Jln Pamalayan,Pamalayan,Bayongbong,,,SD,160,,
20226553,SDN 2 Panembong,Kp Ciharashas Rt 01 Rw 06,Panembong,Bayongbong,,,SD,350,,
